Timestamp,Full Name,Email Address,Phone Number,Budget Range,Preferred Property Type,Preferred Location,Other than above listed locations,Property Size Preference,Other than above listed Sizes,Purpose of Investment,Number of Bedrooms,Importance of Security,Nearby Facilities,Do you want AI-Based Renovation & Design Suggestions?,Interior Style Preference,Renovation Budget ( PKR ),Focus Area for Renovation ( Multiple Choice ),Rental Optimization Goal,Would you Like Ai to estimate ROI ( Return on Investment ) after renovation?,Additional Comments / Requirements,Email Address.1,clean_area_sqft,budget_min,budget_max,budget_center,budget_range,preferred_type,preferred_location,preferred_location_key,preferred_bedrooms,preferred_area,security_importance,purpose_encoded
12/07/2025 05:15,Rafay Malik,rafay.malik44@yahoo.com,0322-2233445,7.2 Crore - 10.5 Crore,House,Bahria Phase 5,,10 Marla,,Rental Income,4,Very Important,Parks & Commercial Area Nearby,Yes,Modern,10 - 25 Lakh,Whole House,Attract Long - Term Tenants,Yes,Phase 5 premium,rafay.malik44@yahoo.com,2722,72000000.0,105000000.0,88500000.0,33000000.0,house,Bahria Phase 5,bahriaphase5,4.0,2722,1.5,2.0
12/07/2025 05:00,Sidra Farooq,sidra.farooq99@gmail.com,0333-3344556,2.32 Crore - 3.35 Crore,House,B-17 Block U,,10 Marla,,Living ( Self Use ),4,Very Important,Near Hospital,Yes,Modern,10 - 25 Lakh,"Kitchen, Bedrooms",Increase Rental Value,Yes,Block U only,sidra.farooq99@gmail.com,2722,23200000.0,33500000.0,28350000.0,10300000.0,house,B-17 Block U,b17blocku,4.0,2722,1.5,1.0
12/07/2025 04:45,Waleed Ahmed,waleed.ahmed22@outlook.com,0315-4455667,86 Lakh - 1.28 Crore,Residential Plot,University Town Block Q,,5 Marla,,Resale ( Profit ),,Very Important,Near School,No,Not Sure ( Need Suggestions ),Less than 10 Lakh,,Increase Rental Value,Yes,Possession ready,waleed.ahmed22@outlook.com,1361,8600000.0,12800000.0,10700000.0,4200000.0,residential plot,University Town Block Q,universitytownblockq,3.0,1361,1.5,3.0
12/07/2025 04:30,Afnan Butt,afnan.butt55@hotmail.com,0300-5566778,17.5 Crore - 26 Crore,House,F-10/1,,1 Kanal,,Living ( Self Use ),5,Very Important,Near Metro / Main Road,Yes,Luxury,50 Lakh +,"Whole House, Outdoor / Garden",Attract Long - Term Tenants,Yes,Renovated designer,afnan.butt55@hotmail.com,5445,175000000.0,260000000.0,217500000.0,85000000.0,house,F-10/1,f101,5.0,5445,1.5,1.0
12/07/2025 04:15,Shahmeer Riaz,shahmeer.riaz88@yahoo.com,0345-6677889,5.9 Crore - 8.7 Crore,House,G-13/2,,10 Marla,,Rental Income,3,Very Important,"Near School, Near Hospital",Yes,Modern,10 - 25 Lakh,"Bedrooms, Bathrooms",Increase Rental Value,Yes,40x80 cutting,shahmeer.riaz88@yahoo.com,2722,59000000.0,87000000.0,73000000.0,28000000.0,house,G-13/2,g132,3.0,2722,1.5,2.0
12/07/2025 04:00,Momina Siddiqui,momina.siddiqui99@gmail.com,0322-7788990,2.25 Crore - 3.25 Crore,Apartment,G-14,,8 Marla,,Living ( Self Use ),2,Very Important,Near Metro / Main Road,Yes,Luxury,25 - 50 Lakh,"Kitchen, Living Room",Short Term ( Airbnb Style ) Rental,Yes,Fully furnished,momina.siddiqui99@gmail.com,2178,22500000.0,32500000.0,27500000.0,10000000.0,apartment,G-14,g14,2.0,2178,1.5,1.0
12/07/2025 03:45,Hadi Tariq,hadi.tariq33@outlook.com,0331-8899001,12 Crore - 17.5 Crore,Commercial Plot,I-10/2,,10 Marla,,Rental Income,,Very Important,Near Metro / Main Road,Yes,Modern,50 Lakh +,Whole House,Increase Rental Value,Yes,Main road shop,hadi.tariq33@outlook.com,2722,120000000.0,175000000.0,147500000.0,55000000.0,commercial plot,I-10/2,i102,3.0,2722,1.5,2.0
12/07/2025 03:30,Ayesha Khan,ayesha.khan77@hotmail.com,0300-9988776,1.25 Crore - 1.82 Crore,House,Faisal Hills Block U,,6 Marla,,Living ( Self Use ),3,Somewhat Important,Near School,Yes,Traditional,Less than 10 Lakh,"Bedrooms, Kitchen",Increase Rental Value,Yes,Block U edge,ayesha.khan77@hotmail.com,1633,12500000.0,18200000.0,15350000.0,5700000.0,house,Faisal Hills Block U,faisalhillsblocku,3.0,1633,1.2,1.0
12/07/2025 03:15,Faheem Malik,faheem.malik44@yahoo.com,0345-1122334,7.5 Crore - 11 Crore,House,Bahria Phase 4,,10 Marla,,Rental Income,4,Very Important,Parks & Commercial Area Nearby,Yes,Modern,10 - 25 Lakh,Whole House,Attract Long - Term Tenants,Yes,Phase 4 premium,faheem.malik44@yahoo.com,2722,75000000.0,110000000.0,92500000.0,35000000.0,house,Bahria Phase 4,bahriaphase4,4.0,2722,1.5,2.0
12/07/2025 03:00,Sara Farooq,sara.farooq99@gmail.com,0322-2233445,2.38 Crore - 3.42 Crore,House,B-17 Block V,,10 Marla,,Living ( Self Use ),4,Very Important,Near Hospital,Yes,Modern,10 - 25 Lakh,"Kitchen, Bedrooms",Increase Rental Value,Yes,Block V only,sara.farooq99@gmail.com,2722,23800000.0,34200000.0,29000000.0,10400000.0,house,B-17 Block V,b17blockv,4.0,2722,1.5,1.0
12/07/2025 02:45,Huzaifa Ahmed,huzaifa.ahmed22@outlook.com,0333-3344556,88 Lakh - 1.32 Crore,Residential Plot,University Town Block R,,5 Marla,,Resale ( Profit ),,Very Important,Near School,No,Not Sure ( Need Suggestions ),Less than 10 Lakh,,Increase Rental Value,Yes,Possession ready,huzaifa.ahmed22@outlook.com,1361,8800000.0,13200000.0,11000000.0,4400000.0,residential plot,University Town Block R,universitytownblockr,3.0,1361,1.5,3.0
12/07/2025 02:30,Areej Butt,areej.butt55@hotmail.com,0315-4455667,18 Crore - 27 Crore,House,F-11/2,,1 Kanal,,Living ( Self Use ),5,Very Important,Near Metro / Main Road,Yes,Luxury,50 Lakh +,"Whole House, Outdoor / Garden",Attract Long - Term Tenants,Yes,Renovated designer,areej.butt55@hotmail.com,5445,180000000.0,270000000.0,225000000.0,90000000.0,house,F-11/2,f112,5.0,5445,1.5,1.0
12/07/2025 02:15,Talha Riaz,talha.riaz88@yahoo.com,0300-5566778,6.1 Crore - 9 Crore,House,G-13/1,,10 Marla,,Rental Income,3,Very Important,"Near School, Near Hospital",Yes,Modern,10 - 25 Lakh,"Bedrooms, Bathrooms",Increase Rental Value,Yes,40x80 cutting,talha.riaz88@yahoo.com,2722,61000000.0,90000000.0,75500000.0,29000000.0,house,G-13/1,g131,3.0,2722,1.5,2.0
12/07/2025 02:00,Hafsa Siddiqui,hafsa.siddiqui99@gmail.com,0345-6677889,2.32 Crore - 3.35 Crore,Apartment,G-15,,8 Marla,,Living ( Self Use ),2,Very Important,Near Metro / Main Road,Yes,Luxury,25 - 50 Lakh,"Kitchen, Living Room",Short Term ( Airbnb Style ) Rental,Yes,Fully furnished,hafsa.siddiqui99@gmail.com,2178,23200000.0,33500000.0,28350000.0,10300000.0,apartment,G-15,g15,2.0,2178,1.5,1.0
12/07/2025 01:45,Abdullah Tariq,abdullah.tariq33@outlook.com,0322-7788990,12.5 Crore - 18.2 Crore,Commercial Plot,I-9/1,,10 Marla,,Rental Income,,Very Important,Near Metro / Main Road,Yes,Modern,50 Lakh +,Whole House,Increase Rental Value,Yes,Main road shop,abdullah.tariq33@outlook.com,2722,125000000.0,182000000.0,153500000.0,57000000.0,commercial plot,I-9/1,i91,3.0,2722,1.5,2.0
12/07/2025 01:30,Alina Khan,alina.khan77@hotmail.com,0331-8899001,1.28 Crore - 1.88 Crore,House,Faisal Hills Block V,,6 Marla,,Living ( Self Use ),3,Somewhat Important,Near School,Yes,Traditional,Less than 10 Lakh,"Bedrooms, Kitchen",Increase Rental Value,Yes,Block V edge,alina.khan77@hotmail.com,1633,12800000.0,18800000.0,15800000.0,6000000.0,house,Faisal Hills Block V,faisalhillsblockv,3.0,1633,1.2,1.0
12/07/2025 01:15,Rafay Malik,rafay.malik44@yahoo.com,0300-9988776,7.8 Crore - 11.5 Crore,House,Bahria Phase 3,,10 Marla,,Rental Income,4,Very Important,Parks & Commercial Area Nearby,Yes,Modern,10 - 25 Lakh,Whole House,Attract Long - Term Tenants,Yes,Phase 3 premium,rafay.malik44@yahoo.com,2722,78000000.0,115000000.0,96500000.0,37000000.0,house,Bahria Phase 3,bahriaphase3,4.0,2722,1.5,2.0
12/07/2025 01:00,Sidra Farooq,sidra.farooq99@gmail.com,0345-1122334,2.42 Crore - 3.48 Crore,House,B-17 Block W,,10 Marla,,Living ( Self Use ),4,Very Important,Near Hospital,Yes,Modern,10 - 25 Lakh,"Kitchen, Bedrooms",Increase Rental Value,Yes,Block W only,sidra.farooq99@gmail.com,2722,24200000.0,34800000.0,29500000.0,10600000.0,house,B-17 Block W,b17blockw,4.0,2722,1.5,1.0
12/07/2025 00:45,Waleed Ahmed,waleed.ahmed22@outlook.com,0322-2233445,90 Lakh - 1.35 Crore,Residential Plot,University Town Block S,,5 Marla,,Resale ( Profit ),,Very Important,Near School,No,Not Sure ( Need Suggestions ),Less than 10 Lakh,,Increase Rental Value,Yes,Possession ready,waleed.ahmed22@outlook.com,1361,9000000.0,13500000.0,11250000.0,4500000.0,residential plot,University Town Block S,universitytownblocks,3.0,1361,1.5,3.0
12/07/2025 00:30,Afnan Butt,afnan.butt55@hotmail.com,0333-3344556,18.5 Crore - 28 Crore,House,F-10/3,,1 Kanal,,Living ( Self Use ),5,Very Important,Near Metro / Main Road,Yes,Luxury,50 Lakh +,"Whole House, Outdoor / Garden",Attract Long - Term Tenants,Yes,Renovated designer,afnan.butt55@hotmail.com,5445,185000000.0,280000000.0,232500000.0,95000000.0,house,F-10/3,f103,5.0,5445,1.5,1.0
12/07/2025 00:15,Shahmeer Riaz,shahmeer.riaz88@yahoo.com,0315-4455667,6.3 Crore - 9.3 Crore,House,G-13/4,,10 Marla,,Rental Income,3,Very Important,"Near School, Near Hospital",Yes,Modern,10 - 25 Lakh,"Bedrooms, Bathrooms",Increase Rental Value,Yes,40x80 cutting,shahmeer.riaz88@yahoo.com,2722,63000000.0,93000000.0,78000000.0,30000000.0,house,G-13/4,g134,3.0,2722,1.5,2.0
12/07/2025 00:00,Momina Siddiqui,momina.siddiqui99@gmail.com,0300-5566778,2.38 Crore - 3.45 Crore,Apartment,G-14,,8 Marla,,Living ( Self Use ),2,Very Important,Near Metro / Main Road,Yes,Luxury,25 - 50 Lakh,"Kitchen, Living Room",Short Term ( Airbnb Style ) Rental,Yes,Fully furnished,momina.siddiqui99@gmail.com,2178,23800000.0,34500000.0,29150000.0,10700000.0,apartment,G-14,g14,2.0,2178,1.5,1.0
12/06/2025 23:45,Hadi Tariq,hadi.tariq33@outlook.com,0345-6677889,13 Crore - 19 Crore,Commercial Plot,I-10/3,,10 Marla,,Rental Income,,Very Important,Near Metro / Main Road,Yes,Modern,50 Lakh +,Whole House,Increase Rental Value,Yes,Main road shop,hadi.tariq33@outlook.com,2722,130000000.0,190000000.0,160000000.0,60000000.0,commercial plot,I-10/3,i103,3.0,2722,1.5,2.0
12/06/2025 23:30,Ayesha Khan,ayesha.khan77@hotmail.com,0322-7788990,1.32 Crore - 1.92 Crore,House,Faisal Hills Block W,,6 Marla,,Living ( Self Use ),3,Somewhat Important,Near School,Yes,Traditional,Less than 10 Lakh,"Bedrooms, Kitchen",Increase Rental Value,Yes,Block W edge,ayesha.khan77@hotmail.com,1633,13200000.0,19200000.0,16200000.0,6000000.0,house,Faisal Hills Block W,faisalhillsblockw,3.0,1633,1.2,1.0
12/06/2025 23:15,Faheem Malik,faheem.malik44@yahoo.com,0331-8899001,8 Crore - 11.8 Crore,House,Bahria Phase 2,,10 Marla,,Rental Income,4,Very Important,Parks & Commercial Area Nearby,Yes,Modern,10 - 25 Lakh,Whole House,Attract Long - Term Tenants,Yes,Phase 2 premium,faheem.malik44@yahoo.com,2722,80000000.0,118000000.0,99000000.0,38000000.0,house,Bahria Phase 2,bahriaphase2,4.0,2722,1.5,2.0
12/06/2025 23:00,Sara Farooq,sara.farooq99@gmail.com,0300-9988776,2.48 Crore - 3.58 Crore,House,B-17 Block X,,10 Marla,,Living ( Self Use ),4,Very Important,Near Hospital,Yes,Modern,10 - 25 Lakh,"Kitchen, Bedrooms",Increase Rental Value,Yes,Block X only,sara.farooq99@gmail.com,2722,24800000.0,35800000.0,30300000.0,11000000.0,house,B-17 Block X,b17blockx,4.0,2722,1.5,1.0
12/06/2025 22:45,Huzaifa Ahmed,huzaifa.ahmed22@outlook.com,0345-1122334,92 Lakh - 1.38 Crore,Residential Plot,University Town Block T,,5 Marla,,Resale ( Profit ),,Very Important,Near School,No,Not Sure ( Need Suggestions ),Less than 10 Lakh,,Increase Rental Value,Yes,Possession ready,huzaifa.ahmed22@outlook.com,1361,9200000.0,13799999.999999998,11500000.0,4599999.999999998,residential plot,University Town Block T,universitytownblockt,3.0,1361,1.5,3.0
12/06/2025 22:30,Areej Butt,areej.butt55@hotmail.com,0322-2233445,19 Crore - 29 Crore,House,F-11/1,,1 Kanal,,Living ( Self Use ),5,Very Important,Near Metro / Main Road,Yes,Luxury,50 Lakh +,"Whole House, Outdoor / Garden",Attract Long - Term Tenants,Yes,Renovated designer,areej.butt55@hotmail.com,5445,190000000.0,290000000.0,240000000.0,100000000.0,house,F-11/1,f111,5.0,5445,1.5,1.0
12/06/2025 22:15,Talha Riaz,talha.riaz88@yahoo.com,0333-3344556,6.5 Crore - 9.6 Crore,House,G-13/2,,10 Marla,,Rental Income,3,Very Important,"Near School, Near Hospital",Yes,Modern,10 - 25 Lakh,"Bedrooms, Bathrooms",Increase Rental Value,Yes,40x80 cutting,talha.riaz88@yahoo.com,2722,65000000.0,96000000.0,80500000.0,31000000.0,house,G-13/2,g132,3.0,2722,1.5,2.0
12/06/2025 22:00,Hafsa Siddiqui,hafsa.siddiqui99@gmail.com,0315-4455667,2.45 Crore - 3.55 Crore,Apartment,G-15,,8 Marla,,Living ( Self Use ),2,Very Important,Near Metro / Main Road,Yes,Luxury,25 - 50 Lakh,"Kitchen, Living Room",Short Term ( Airbnb Style ) Rental,Yes,Fully furnished,hafsa.siddiqui99@gmail.com,2178,24500000.0,35500000.0,30000000.0,11000000.0,apartment,G-15,g15,2.0,2178,1.5,1.0
12/06/2025 21:45,Abdullah Tariq,abdullah.tariq33@outlook.com,0300-5566778,13.5 Crore - 19.8 Crore,Commercial Plot,I-9/2,,10 Marla,,Rental Income,,Very Important,Near Metro / Main Road,Yes,Modern,50 Lakh +,Whole House,Increase Rental Value,Yes,Main road shop,abdullah.tariq33@outlook.com,2722,135000000.0,198000000.0,166500000.0,63000000.0,commercial plot,I-9/2,i92,3.0,2722,1.5,2.0
12/06/2025 21:30,Alina Khan,alina.khan77@hotmail.com,0345-6677889,1.35 Crore - 1.98 Crore,House,Faisal Hills Block X,,6 Marla,,Living ( Self Use ),3,Somewhat Important,Near School,Yes,Traditional,Less than 10 Lakh,"Bedrooms, Kitchen",Increase Rental Value,Yes,Block X edge,alina.khan77@hotmail.com,1633,13500000.0,19800000.0,16650000.0,6300000.0,house,Faisal Hills Block X,faisalhillsblockx,3.0,1633,1.2,1.0
12/06/2025 21:15,Rafay Malik,rafay.malik44@yahoo.com,0322-7788990,8.2 Crore - 12 Crore,House,Bahria Phase 1,,10 Marla,,Rental Income,4,Very Important,Parks & Commercial Area Nearby,Yes,Modern,10 - 25 Lakh,Whole House,Attract Long - Term Tenants,Yes,Phase 1 premium,rafay.malik44@yahoo.com,2722,82000000.0,120000000.0,101000000.0,38000000.0,house,Bahria Phase 1,bahriaphase1,4.0,2722,1.5,2.0
12/06/2025 21:00,Sidra Farooq,sidra.farooq99@gmail.com,0331-8899001,2.52 Crore - 3.65 Crore,House,B-17 Block Y,,10 Marla,,Living ( Self Use ),4,Very Important,Near Hospital,Yes,Modern,10 - 25 Lakh,"Kitchen, Bedrooms",Increase Rental Value,Yes,Block Y only,sidra.farooq99@gmail.com,2722,25200000.0,36500000.0,30850000.0,11300000.0,house,B-17 Block Y,b17blocky,4.0,2722,1.5,1.0
12/06/2025 20:45,Waleed Ahmed,waleed.ahmed22@outlook.com,0300-9988776,94 Lakh - 1.42 Crore,Residential Plot,University Town Block U,,5 Marla,,Resale ( Profit ),,Very Important,Near School,No,Not Sure ( Need Suggestions ),Less than 10 Lakh,,Increase Rental Value,Yes,Possession ready,waleed.ahmed22@outlook.com,1361,9400000.0,14200000.0,11800000.0,4800000.0,residential plot,University Town Block U,universitytownblocku,3.0,1361,1.5,3.0
12/06/2025 20:30,Afnan Butt,afnan.butt55@hotmail.com,0345-1122334,19.5 Crore - 30 Crore,House,F-10/2,,1 Kanal,,Living ( Self Use ),5,Very Important,Near Metro / Main Road,Yes,Luxury,50 Lakh +,"Whole House, Outdoor / Garden",Attract Long - Term Tenants,Yes,Renovated designer,afnan.butt55@hotmail.com,5445,195000000.0,300000000.0,247500000.0,105000000.0,house,F-10/2,f102,5.0,5445,1.5,1.0
12/06/2025 20:15,Shahmeer Riaz,shahmeer.riaz88@yahoo.com,0322-2233445,6.7 Crore - 9.9 Crore,House,G-13/1,,10 Marla,,Rental Income,3,Very Important,"Near School, Near Hospital",Yes,Modern,10 - 25 Lakh,"Bedrooms, Bathrooms",Increase Rental Value,Yes,40x80 cutting,shahmeer.riaz88@yahoo.com,2722,67000000.0,99000000.0,83000000.0,32000000.0,house,G-13/1,g131,3.0,2722,1.5,2.0
12/06/2025 20:00,Momina Siddiqui,momina.siddiqui99@gmail.com,0333-3344556,2.52 Crore - 3.65 Crore,Apartment,G-14,,8 Marla,,Living ( Self Use ),2,Very Important,Near Metro / Main Road,Yes,Luxury,25 - 50 Lakh,"Kitchen, Living Room",Short Term ( Airbnb Style ) Rental,Yes,Fully furnished,momina.siddiqui99@gmail.com,2178,25200000.0,36500000.0,30850000.0,11300000.0,apartment,G-14,g14,2.0,2178,1.5,1.0
12/06/2025 19:45,Hadi Tariq,hadi.tariq33@outlook.com,0315-4455667,14 Crore - 20.5 Crore,Commercial Plot,I-10/1,,10 Marla,,Rental Income,,Very Important,Near Metro / Main Road,Yes,Modern,50 Lakh +,Whole House,Increase Rental Value,Yes,Main road shop,hadi.tariq33@outlook.com,2722,140000000.0,205000000.0,172500000.0,65000000.0,commercial plot,I-10/1,i101,3.0,2722,1.5,2.0
12/06/2025 19:30,Ayesha Khan,ayesha.khan77@hotmail.com,0300-5566778,1.38 Crore - 2.02 Crore,House,Faisal Hills Block Y,,6 Marla,,Living ( Self Use ),3,Somewhat Important,Near School,Yes,Traditional,Less than 10 Lakh,"Bedrooms, Kitchen",Increase Rental Value,Yes,Block Y edge,ayesha.khan77@hotmail.com,1633,13799999.999999998,20200000.0,17000000.0,6400000.000000002,house,Faisal Hills Block Y,faisalhillsblocky,3.0,1633,1.2,1.0
12/06/2025 19:15,Faheem Malik,faheem.malik44@yahoo.com,0345-6677889,8.5 Crore - 12.5 Crore,House,Bahria Phase 7,,10 Marla,,Rental Income,4,Very Important,Parks & Commercial Area Nearby,Yes,Modern,10 - 25 Lakh,Whole House,Attract Long - Term Tenants,Yes,Phase 7 premium,faheem.malik44@yahoo.com,2722,85000000.0,125000000.0,105000000.0,40000000.0,house,Bahria Phase 7,bahriaphase7,4.0,2722,1.5,2.0
12/06/2025 19:00,Sara Farooq,sara.farooq99@gmail.com,0322-7788990,2.58 Crore - 3.72 Crore,House,B-17 Block Z,,10 Marla,,Living ( Self Use ),4,Very Important,Near Hospital,Yes,Modern,10 - 25 Lakh,"Kitchen, Bedrooms",Increase Rental Value,Yes,Block Z only,sara.farooq99@gmail.com,2722,25800000.0,37200000.0,31500000.0,11400000.0,house,B-17 Block Z,b17blockz,4.0,2722,1.5,1.0
12/06/2025 18:45,Huzaifa Ahmed,huzaifa.ahmed22@outlook.com,0331-8899001,96 Lakh - 1.45 Crore,Residential Plot,University Town Block V,,5 Marla,,Resale ( Profit ),,Very Important,Near School,No,Not Sure ( Need Suggestions ),Less than 10 Lakh,,Increase Rental Value,Yes,Possession ready,huzaifa.ahmed22@outlook.com,1361,9600000.0,14500000.0,12050000.0,4900000.0,residential plot,University Town Block V,universitytownblockv,3.0,1361,1.5,3.0
12/06/2025 18:30,Areej Butt,areej.butt55@hotmail.com,0300-9988776,20 Crore - 31 Crore,House,F-11/4,,1 Kanal,,Living ( Self Use ),5,Very Important,Near Metro / Main Road,Yes,Luxury,50 Lakh +,"Whole House, Outdoor / Garden",Attract Long - Term Tenants,Yes,Renovated designer,areej.butt55@hotmail.com,5445,200000000.0,310000000.0,255000000.0,110000000.0,house,F-11/4,f114,5.0,5445,1.5,1.0
12/06/2025 18:15,Talha Riaz,talha.riaz88@yahoo.com,0345-1122334,6.9 Crore - 10.2 Crore,House,G-13/3,,10 Marla,,Rental Income,3,Very Important,"Near School, Near Hospital",Yes,Modern,10 - 25 Lakh,"Bedrooms, Bathrooms",Increase Rental Value,Yes,40x80 cutting,talha.riaz88@yahoo.com,2722,69000000.0,102000000.0,85500000.0,33000000.0,house,G-13/3,g133,3.0,2722,1.5,2.0
12/06/2025 18:00,Hafsa Siddiqui,hafsa.siddiqui99@gmail.com,0322-2233445,2.58 Crore - 3.75 Crore,Apartment,G-15,,8 Marla,,Living ( Self Use ),2,Very Important,Near Metro / Main Road,Yes,Luxury,25 - 50 Lakh,"Kitchen, Living Room",Short Term ( Airbnb Style ) Rental,Yes,Fully furnished,hafsa.siddiqui99@gmail.com,2178,25800000.0,37500000.0,31650000.0,11700000.0,apartment,G-15,g15,2.0,2178,1.5,1.0
12/06/2025 17:45,Abdullah Tariq,abdullah.tariq33@outlook.com,0333-3344556,14.5 Crore - 21.2 Crore,Commercial Plot,I-9/3,,10 Marla,,Rental Income,,Very Important,Near Metro / Main Road,Yes,Modern,50 Lakh +,Whole House,Increase Rental Value,Yes,Main road shop,abdullah.tariq33@outlook.com,2722,145000000.0,212000000.0,178500000.0,67000000.0,commercial plot,I-9/3,i93,3.0,2722,1.5,2.0
12/06/2025 17:30,Alina Khan,alina.khan77@hotmail.com,0315-4455667,1.42 Crore - 2.08 Crore,House,Faisal Hills Block Z,,6 Marla,,Living ( Self Use ),3,Somewhat Important,Near School,Yes,Traditional,Less than 10 Lakh,"Bedrooms, Kitchen",Increase Rental Value,Yes,Block Z edge,alina.khan77@hotmail.com,1633,14200000.0,20800000.0,17500000.0,6600000.0,house,Faisal Hills Block Z,faisalhillsblockz,3.0,1633,1.2,1.0
12/06/2025 17:15,Rafay Malik,rafay.malik44@yahoo.com,0300-5566778,8.8 Crore - 13 Crore,House,Bahria Phase 6,,10 Marla,,Rental Income,4,Very Important,Parks & Commercial Area Nearby,Yes,Modern,10 - 25 Lakh,Whole House,Attract Long - Term Tenants,Yes,Phase 6 premium,rafay.malik44@yahoo.com,2722,88000000.0,130000000.0,109000000.0,42000000.0,house,Bahria Phase 6,bahriaphase6,4.0,2722,1.5,2.0
12/06/2025 17:00,Sidra Farooq,sidra.farooq99@gmail.com,0345-6677889,2.65 Crore - 3.82 Crore,House,B-17 Block AA,,10 Marla,,Living ( Self Use ),4,Very Important,Near Hospital,Yes,Modern,10 - 25 Lakh,"Kitchen, Bedrooms",Increase Rental Value,Yes,Block AA only,sidra.farooq99@gmail.com,2722,26500000.0,38200000.0,32350000.0,11700000.0,house,B-17 Block AA,b17blockaa,4.0,2722,1.5,1.0
12/06/2025 16:45,Waleed Ahmed,waleed.ahmed22@outlook.com,0322-7788990,98 Lakh - 1.48 Crore,Residential Plot,University Town Block W,,5 Marla,,Resale ( Profit ),,Very Important,Near School,No,Not Sure ( Need Suggestions ),Less than 10 Lakh,,Increase Rental Value,Yes,Possession ready,waleed.ahmed22@outlook.com,1361,9800000.0,14800000.0,12300000.0,5000000.0,residential plot,University Town Block W,universitytownblockw,3.0,1361,1.5,3.0
12/06/2025 16:30,Afnan Butt,afnan.butt55@hotmail.com,0331-8899001,20.5 Crore - 32 Crore,House,F-10/1,,1 Kanal,,Living ( Self Use ),5,Very Important,Near Metro / Main Road,Yes,Luxury,50 Lakh +,"Whole House, Outdoor / Garden",Attract Long - Term Tenants,Yes,Renovated designer,afnan.butt55@hotmail.com,5445,205000000.0,320000000.0,262500000.0,115000000.0,house,F-10/1,f101,5.0,5445,1.5,1.0
12/06/2025 16:15,Shahmeer Riaz,shahmeer.riaz88@yahoo.com,0345-9988776,7.1 Crore - 10.5 Crore,House,G-13/2,,10 Marla,,Rental Income,3,Very Important,"Near School, Near Hospital",Yes,Modern,10 - 25 Lakh,"Bedrooms, Bathrooms",Increase Rental Value,Yes,40x80 cutting,shahmeer.riaz88@yahoo.com,2722,71000000.0,105000000.0,88000000.0,34000000.0,house,G-13/2,g132,3.0,2722,1.5,2.0
12/06/2025 16:00,Momina Siddiqui,momina.siddiqui99@gmail.com,0322-1122334,2.72 Crore - 3.92 Crore,Apartment,G-14,,8 Marla,,Living ( Self Use ),2,Very Important,Near Metro / Main Road,Yes,Luxury,25 - 50 Lakh,"Kitchen, Living Room",Short Term ( Airbnb Style ) Rental,Yes,Fully furnished,momina.siddiqui99@gmail.com,2178,27200000.000000004,39200000.0,33200000.0,11999999.999999996,apartment,G-14,g14,2.0,2178,1.5,1.0
12/06/2025 15:45,Hadi Tariq,hadi.tariq33@outlook.com,0333-2233445,15 Crore - 22 Crore,Commercial Plot,I-10/4,,10 Marla,,Rental Income,,Very Important,Near Metro / Main Road,Yes,Modern,50 Lakh +,Whole House,Increase Rental Value,Yes,Main road shop,hadi.tariq33@outlook.com,2722,150000000.0,220000000.0,185000000.0,70000000.0,commercial plot,I-10/4,i104,3.0,2722,1.5,2.0
12/06/2025 15:30,Ayesha Khan,ayesha.khan77@hotmail.com,0315-3344556,1.45 Crore - 2.12 Crore,House,Faisal Hills Block AA,,6 Marla,,Living ( Self Use ),3,Somewhat Important,Near School,Yes,Traditional,Less than 10 Lakh,"Bedrooms, Kitchen",Increase Rental Value,Yes,Block AA edge,ayesha.khan77@hotmail.com,1633,14500000.0,21200000.0,17850000.0,6700000.0,house,Faisal Hills Block AA,faisalhillsblockaa,3.0,1633,1.2,1.0
12/06/2025 15:15,Faheem Malik,faheem.malik44@yahoo.com,0300-4455667,9 Crore - 13.2 Crore,House,Bahria Phase 5,,10 Marla,,Rental Income,4,Very Important,Parks & Commercial Area Nearby,Yes,Modern,10 - 25 Lakh,Whole House,Attract Long - Term Tenants,Yes,Phase 5 premium,faheem.malik44@yahoo.com,2722,90000000.0,132000000.0,111000000.0,42000000.0,house,Bahria Phase 5,bahriaphase5,4.0,2722,1.5,2.0
12/06/2025 15:00,Sara Farooq,sara.farooq99@gmail.com,0345-5566778,2.78 Crore - 4 Crore,House,B-17 Block BB,,10 Marla,,Living ( Self Use ),4,Very Important,Near Hospital,Yes,Modern,10 - 25 Lakh,"Kitchen, Bedrooms",Increase Rental Value,Yes,Block BB only,sara.farooq99@gmail.com,2722,27799999.999999996,40000000.0,33900000.0,12200000.000000004,house,B-17 Block BB,b17blockbb,4.0,2722,1.5,1.0
12/06/2025 14:45,Huzaifa Ahmed,huzaifa.ahmed22@outlook.com,0322-6677889,1 Crore - 1.52 Crore,Residential Plot,University Town Block X,,5 Marla,,Resale ( Profit ),,Very Important,Near School,No,Not Sure ( Need Suggestions ),Less than 10 Lakh,,Increase Rental Value,Yes,Possession ready,huzaifa.ahmed22@outlook.com,1361,10000000.0,15200000.0,12600000.0,5200000.0,residential plot,University Town Block X,universitytownblockx,3.0,1361,1.5,3.0
